,Atleta,Equipe Janela Análise,Posição,Liga,Dribles bem sucedidos /90,Dribles bem sucedidos /90_percentil,Drible,Drible_percentil
11991,T. Xhaka,Basel,MEIO-CAMPO,SWZ,-0.28,47,-0.28,47
11992,L. Görtler,St. Gallen,MEIO-CAMPO,SWZ,-0.08,55,-0.08,55
11993,R. Bayard,Stade Lausanne-Ouchy,MEIO-CAMPO,SWZ,-1.05,12,-1.05,12
11994,F. Ugrinić,Young Boys,MEIO-CAMPO,SWZ,-0.04,61,-0.04,61
11995,R. Schneider,Winterthur,MEIO-CAMPO,SWZ,1.46,96,1.46,96
11996,Renato Veiga,Basel,MEIO-CAMPO,SWZ,-0.46,39,-0.46,39
11997,L. Avdullahu,Basel,MEIO-CAMPO,SWZ,-0.41,43,-0.41,43
11998,J. Roche,Lausanne Sport,MEIO-CAMPO,SWZ,-1.09,8,-1.09,8
11999,A. Grgić,Lugano,MEIO-CAMPO,SWZ,-1.23,6,-1.23,6
12000,Liziero,Yverdon Sport,MEIO-CAMPO,SWZ,0.53,76,0.53,76
12001,C. Niasse,Young Boys,MEIO-CAMPO,SWZ,-0.19,49,-0.19,49
12002,A. Antunes,Servette,MEIO-CAMPO,SWZ,1.44,92,1.44,92
12003,B. Krasniqi,Zürich,MEIO-CAMPO,SWZ,1.24,88,1.24,88
12004,N. Beloko,Luzern,MEIO-CAMPO,SWZ,0.81,82,0.81,82
12005,U. Bislimi,Lugano,MEIO-CAMPO,SWZ,1.4,90,1.4,90
12006,M. Di Giusto,Winterthur,MEIO-CAMPO,SWZ,0.09,65,0.09,65
12007,G. Ondoua,Servette,MEIO-CAMPO,SWZ,-0.71,33,-0.71,33
12008,G. Morandi,Grasshopper,MEIO-CAMPO,SWZ,0.39,71,0.39,71
12009,S. Lauper,Young Boys,MEIO-CAMPO,SWZ,-1.46,2,-1.46,2
12010,T. Ndenge,Grasshopper,MEIO-CAMPO,SWZ,-0.1,53,-0.1,53
12011,M. Meyer,Luzern,MEIO-CAMPO,SWZ,-0.06,59,-0.06,59
12012,E. Akichi,Stade Lausanne-Ouchy,MEIO-CAMPO,SWZ,-0.85,22,-0.85,22
12013,L. Zuffi,Winterthur,MEIO-CAMPO,SWZ,-0.86,18,-0.86,18
12014,J. Sabbatini,Lugano,MEIO-CAMPO,SWZ,-0.79,24,-0.79,24
12015,B. Stillhart,Winterthur,MEIO-CAMPO,SWZ,-1.27,4,-1.27,4
12016,C. Witzig,St. Gallen,MEIO-CAMPO,SWZ,3.53,100,3.53,100
12017,C. Conde,Zürich,MEIO-CAMPO,SWZ,-0.07,57,-0.07,57
12018,A. Abrashi,Grasshopper,MEIO-CAMPO,SWZ,-0.51,37,-0.51,37
12019,Jordi Quintillà,St. Gallen,MEIO-CAMPO,SWZ,-0.71,31,-0.71,31
12020,B. Cespedes,Yverdon Sport,MEIO-CAMPO,SWZ,-0.76,27,-0.76,27
12021,P. Dorn,Luzern,MEIO-CAMPO,SWZ,0.68,80,0.68,80
12022,A. Jashari,Luzern,MEIO-CAMPO,SWZ,1.24,86,1.24,86
12023,A. Bernede,Lausanne Sport,MEIO-CAMPO,SWZ,0.67,78,0.67,78
12024,T. Cognat,Servette,MEIO-CAMPO,SWZ,-0.02,63,-0.02,63
12025,I. Mathew,Zürich,MEIO-CAMPO,SWZ,-0.86,20,-0.86,20
12026,O. Çelik,Samsunspor,MEIO-CAMPO,TUR,-0.49,38,-0.49,38
12027,Y. Ackah,Kayserispor,MEIO-CAMPO,TUR,-0.87,21,-0.87,21
12028,E. Çekiçi,Pendikspor,MEIO-CAMPO,TUR,1.09,87,1.09,87
12029,A. Đokanović,Manisa F.K.,MEIO-CAMPO,TUR,-0.27,47,-0.27,47
12030,A. Bertolacci,Fatih Karagümrük,MEIO-CAMPO,TUR,-1.33,3,-1.33,3
12031,B. Kutlu,Galatasaray,MEIO-CAMPO,TUR,-0.82,22,-0.82,22
12032,E. Rroca,Manisa F.K.,MEIO-CAMPO,TUR,-1.1,12,-1.1,12
12033,A. Oxlade-Chamberlain,Beşiktaş,MEIO-CAMPO,TUR,1.91,94,1.91,94
12034,E. Muçi,Beşiktaş,MEIO-CAMPO,TUR,2.89,99,2.89,99
12035,U. Güneş,Trabzonspor,MEIO-CAMPO,TUR,-0.11,56,-0.11,56
12036,J. Vuković,Kocaelispor,MEIO-CAMPO,TUR,-0.9,20,-0.9,20
12037,A. Ömür,Hull City,MEIO-CAMPO,TUR,0.68,79,0.68,79
12038,O. Ergün,İstanbul Başakşehir,MEIO-CAMPO,TUR,-1.27,7,-1.27,7
12039,Maestro,Adana Demirspor,MEIO-CAMPO,TUR,0.29,66,0.29,66
12040,E. Ilkhan,İstanbul Başakşehir,MEIO-CAMPO,TUR,1.1,88,1.1,88
12041,D. Aleksić,İstanbul Başakşehir,MEIO-CAMPO,TUR,-1.17,10,-1.17,10
12042,M. Bourabia,Kayserispor,MEIO-CAMPO,TUR,0.09,61,0.09,61
12043,D. Kourbelis,Fatih Karagümrük,MEIO-CAMPO,TUR,-1.29,4,-1.29,4
12044,D. Pelkas,İstanbul Başakşehir,MEIO-CAMPO,TUR,-0.08,59,-0.08,59
12045,G. Aburjania,Hatayspor,MEIO-CAMPO,TUR,-0.77,24,-0.77,24
12046,O. Shukurov,Kayserispor,MEIO-CAMPO,TUR,-0.45,41,-0.45,41
12047,Y. Konak,Sivasspor,MEIO-CAMPO,TUR,-0.67,29,-0.67,29
12048,Y. Belhanda,Al Shamal,MEIO-CAMPO,TUR,0.86,82,0.86,82
12049,Samu Sáiz,Eyüpspor,MEIO-CAMPO,TUR,2.45,98,2.45,98
12050,A. Hadžiahmetović,Beşiktaş,MEIO-CAMPO,TUR,-0.82,23,-0.82,23
12051,E. Rakip,Antalyaspor,MEIO-CAMPO,TUR,0.18,62,0.18,62
12052,B. Stambouli,Reims,MEIO-CAMPO,TUR,-0.56,34,-0.56,34
12053,A. Bakasetas,Panathinaikos,MEIO-CAMPO,TUR,-0.94,19,-0.94,19
12054,M. Pala,Rizespor,MEIO-CAMPO,TUR,1.47,91,1.47,91
12055,S. Feghouli,Fatih Karagümrük,MEIO-CAMPO,TUR,-0.47,40,-0.47,40
12056,İ. Akdağ,Sivasspor,MEIO-CAMPO,TUR,-0.24,50,-0.24,50
12057,F. Tait,Samsunspor,MEIO-CAMPO,TUR,-0.08,58,-0.08,58
12058,B. Ndiaye,Pendikspor,MEIO-CAMPO,TUR,1.32,89,1.32,89
12059,E. Michut,Adana Demirspor,MEIO-CAMPO,TUR,0.26,64,0.26,64
12060,F. Soyalp,Gaziantep,MEIO-CAMPO,TUR,-0.61,31,-0.61,31
12061,N. Janvier,Alanyaspor,MEIO-CAMPO,TUR,-0.14,53,-0.14,53
12062,S. Uçan,Beşiktaş,MEIO-CAMPO,TUR,0.63,76,0.63,76
12063,M. Jevtović,Gaziantep,MEIO-CAMPO,TUR,-1.48,1,-1.48,1
12064,G. Sağlam,Hatayspor,MEIO-CAMPO,TUR,-0.49,39,-0.49,39
12065,R. Safouri,Antalyaspor,MEIO-CAMPO,TUR,0.88,83,0.88,83
12066,O. Ülgün,Konyaspor,MEIO-CAMPO,TUR,-0.1,57,-0.1,57
12067,O. Ntcham,Samsunspor,MEIO-CAMPO,TUR,0.9,84,0.9,84
12068,Y. Aït Bennasser,Samsunspor,MEIO-CAMPO,TUR,-1.27,6,-1.27,6
12069,T. Antalyalı,Samsunspor,MEIO-CAMPO,TUR,-0.3,44,-0.3,44
12070,A. Güneren,Ankaragücü,MEIO-CAMPO,TUR,-0.38,43,-0.38,43
12071,F. Midtsjø,Pendikspor,MEIO-CAMPO,TUR,2.05,97,2.05,97
12072,O. Kemen,İstanbul Başakşehir,MEIO-CAMPO,TUR,0.79,81,0.79,81
12073,O. Özçiçek,Gaziantep,MEIO-CAMPO,TUR,0.3,68,0.3,68
12074,L. Fer,Alanyaspor,MEIO-CAMPO,TUR,-0.7,26,-0.7,26
12075,T. Ciğerci,Ankaragücü,MEIO-CAMPO,TUR,-0.57,32,-0.57,32
12076,D. Varešanović,Rizespor,MEIO-CAMPO,TUR,0.53,74,0.53,74
12077,A. Cicâldău,Konyaspor,MEIO-CAMPO,TUR,-0.26,48,-0.26,48
12078,João Novais,Alanyaspor,MEIO-CAMPO,TUR,-0.4,42,-0.4,42
12079,A. Lusamba,Pendikspor,MEIO-CAMPO,TUR,-0.14,52,-0.14,52
12080,E. Bekiroğlu,Ankaragücü,MEIO-CAMPO,TUR,0.64,77,0.64,77
12081,Fred,Fenerbahçe,MEIO-CAMPO,TUR,-0.02,60,-0.02,60
12082,A. Karimi,Kayserispor,MEIO-CAMPO,TUR,0.41,70,0.41,70
12083,M. Vorobjovas,İstanbulspor,MEIO-CAMPO,TUR,-1.44,2,-1.44,2
12084,G. Kaya,Pendikspor,MEIO-CAMPO,TUR,-0.13,54,-0.13,54
12085,Pedrinho,Ankaragücü,MEIO-CAMPO,TUR,-1.14,11,-1.14,11
12086,K. Demirbay,Galatasaray,MEIO-CAMPO,TUR,-0.53,36,-0.53,36
12087,C. Massanga,Hatayspor,MEIO-CAMPO,TUR,-0.99,16,-0.99,16
12088,S. Nzonzi,Konyaspor,MEIO-CAMPO,TUR,-1.01,14,-1.01,14
12089,B. Özdemir,Trabzonspor,MEIO-CAMPO,TUR,-0.67,30,-0.67,30
12090,J. Kałuziński,Antalyaspor,MEIO-CAMPO,TUR,-0.96,18,-0.96,18
12091,I. Yüksek,Fenerbahçe,MEIO-CAMPO,TUR,0.52,73,0.52,73
12092,M. Sarıkaya,Rizespor,MEIO-CAMPO,TUR,-0.68,28,-0.68,28
12093,M. Rohdén,Fatih Karagümrük,MEIO-CAMPO,TUR,-0.28,46,-0.28,46
12094,K. Yılmaz,Kayserispor,MEIO-CAMPO,TUR,-1.25,8,-1.25,8
12095,D. Mertens,Galatasaray,MEIO-CAMPO,TUR,-0.23,51,-0.23,51
12096,D. Šarić,Antalyaspor,MEIO-CAMPO,TUR,1.54,92,1.54,92
12097,E. Bardhi,Trabzonspor,MEIO-CAMPO,TUR,1.41,90,1.41,90
12098,Miguel Cardoso,Kayserispor,MEIO-CAMPO,TUR,1.59,93,1.59,93
12099,V. Eysseric,Fatih Karagümrük,MEIO-CAMPO,TUR,0.42,72,0.42,72
12100,Gedson Fernandes,Beşiktaş,MEIO-CAMPO,TUR,1.06,86,1.06,86
12101,C. Charisis,Sivasspor,MEIO-CAMPO,TUR,0.65,78,0.65,78
12102,J. Shelvey,Rizespor,MEIO-CAMPO,TUR,-0.26,49,-0.26,49
12103,F. Loshaj,İstanbulspor,MEIO-CAMPO,TUR,0.4,69,0.4,69
12104,E. Karaca,Alanyaspor,MEIO-CAMPO,TUR,0.3,67,0.3,67
12105,E. Akbaba,Adana Demirspor,MEIO-CAMPO,TUR,0.78,80,0.78,80
12106,S. Szymański,Fenerbahçe,MEIO-CAMPO,TUR,-0.57,33,-0.57,33
12107,G. Gül,Kasımpaşa,MEIO-CAMPO,TUR,-1.08,13,-1.08,13
12108,Richard,Alanyaspor,MEIO-CAMPO,TUR,-1.17,9,-1.17,9
12109,B. Özcan,İstanbul Başakşehir,MEIO-CAMPO,TUR,0.42,71,0.42,71
12110,I. Olawoyin,Rizespor,MEIO-CAMPO,TUR,3.07,100,3.07,100
12111,F. Dele-Bashiru,Hatayspor,MEIO-CAMPO,TUR,2.01,96,2.01,96
12112,L. Torreira,Galatasaray,MEIO-CAMPO,TUR,-0.98,17,-0.98,17
12113,H. Hajradinović,Kasımpaşa,MEIO-CAMPO,TUR,0.22,63,0.22,63
12114,S. Dikmen,Konyaspor,MEIO-CAMPO,TUR,-0.69,27,-0.69,27
12115,A. Kara,Kasımpaşa,MEIO-CAMPO,TUR,-0.51,37,-0.51,37
12116,S. Ezatolahi,Shabab Al Ahli Dubai,MEIO-CAMPO,UAE,-0.37,42,-0.37,42
12117,D. Nyengue,Khorfakkan,MEIO-CAMPO,UAE,0.93,87,0.93,87
12118,Nizar Al Rashdan,Emirates,MEIO-CAMPO,UAE,2.71,98,2.71,98
12119,Dodô,Ajman,MEIO-CAMPO,UAE,1.01,89,1.01,89
12120,F. Ben Arbi,Al Sharjah,MEIO-CAMPO,UAE,0.21,71,0.21,71
12121,A. Merkel,Hatta,MEIO-CAMPO,UAE,-0.02,64,-0.02,64
12122,M. Palacios,Al Ain,MEIO-CAMPO,UAE,-0.03,62,-0.03,62
12123,Caio Eduardo,Al Ittihad Kalba,MEIO-CAMPO,UAE,0.43,82,0.43,82
12124,Moussa Ndiaye,Al Nasr,MEIO-CAMPO,UAE,0.24,73,0.24,73
12125,Abdulla Hamad,Al Wahda,MEIO-CAMPO,UAE,-0.57,31,-0.57,31
12126,Khalid Al Darmaki,Al Ittihad Kalba,MEIO-CAMPO,UAE,-1.23,2,-1.23,2
12127,F. Kom,Emirates,MEIO-CAMPO,UAE,-0.97,13,-0.97,13
12128,Abdalla Ramadan,Al Jazira,MEIO-CAMPO,UAE,-0.07,60,-0.07,60
12129,Habib Al Fardan,Al Ittihad Kalba,MEIO-CAMPO,UAE,-0.67,24,-0.67,24
12130,Waleed Hussain,Khorfakkan,MEIO-CAMPO,UAE,-0.99,11,-0.99,11
12131,A. G'aniyev,Shabab Al Ahli Dubai,MEIO-CAMPO,UAE,-0.26,51,-0.26,51
12132,Sultan Ali,Hatta,MEIO-CAMPO,UAE,-1.0,9,-1.0,9
12133,A. Karimi,Hatta,MEIO-CAMPO,UAE,-0.08,58,-0.08,58
12134,Tariq Ahmed,Emirates,MEIO-CAMPO,UAE,-1.14,4,-1.14,4
12135,Park Yong-Woo,Al Ain,MEIO-CAMPO,UAE,-0.94,16,-0.94,16
12136,G. Poblete,Al Wasl,MEIO-CAMPO,UAE,-0.53,38,-0.53,38
12137,T. Serero,Khorfakkan,MEIO-CAMPO,UAE,-0.33,47,-0.33,47
12138,A. Tshibola,Hatta,MEIO-CAMPO,UAE,0.15,69,0.15,69
12139,Paulinho,Al Bataeh,MEIO-CAMPO,UAE,2.9,100,2.9,100
12140,A. Romero,Al Ain,MEIO-CAMPO,UAE,-0.27,49,-0.27,49
12141,Isam Faiz,Ajman,MEIO-CAMPO,UAE,0.29,78,0.29,78
12142,Andrés Iniesta,Emirates,MEIO-CAMPO,UAE,2.67,96,2.67,96
12143,L. Milivojević,Shabab Al Ahli Dubai,MEIO-CAMPO,UAE,-0.7,22,-0.7,22
12144,F. Kiss,Al Ittihad Kalba,MEIO-CAMPO,UAE,-1.1,7,-1.1,7
12145,Majid Rashid,Al Sharjah,MEIO-CAMPO,UAE,-0.71,20,-0.71,20
12146,Bilal Abdullah,Ajman,MEIO-CAMPO,UAE,-0.56,33,-0.56,33
12147,P. Boumal,Al Bataeh,MEIO-CAMPO,UAE,-0.25,53,-0.25,53
12148,Fawaz Awana,Bani Yas,MEIO-CAMPO,UAE,-0.36,44,-0.36,44
12149,A. Abdullaev,Khorfakkan,MEIO-CAMPO,UAE,-0.75,18,-0.75,18
12150,M. Pjanić,Al Sharjah,MEIO-CAMPO,UAE,-0.61,29,-0.61,29
12151,Iuri Medeiros,Al Nasr,MEIO-CAMPO,UAE,0.28,76,0.28,76
12152,S. Sidibe,Al Wasl,MEIO-CAMPO,UAE,0.51,84,0.51,84
12153,Fernando,Al Jazira,MEIO-CAMPO,UAE,-0.62,27,-0.62,27
12154,M. Coulibaly,Al Jazira,MEIO-CAMPO,UAE,0.07,67,0.07,67
12155,N. Giménez,Al Wasl,MEIO-CAMPO,UAE,2.37,93,2.37,93
12156,Allan,Al Wahda,MEIO-CAMPO,UAE,1.05,91,1.05,91
12157,S. Memišević,Al Nasr,MEIO-CAMPO,UAE,-0.55,36,-0.55,36
12158,G. Álvarez Suárez,Bani Yas,MEIO-CAMPO,UAE,-0.18,56,-0.18,56
12159,U. Meleke,Al Bataeh,MEIO-CAMPO,UAE,-0.39,40,-0.39,40
12160,A. Noorollahi,Al Wahda,MEIO-CAMPO,UAE,0.41,80,0.41,80
12161,Edson Fernando,Juárez,MEIO-CAMPO,UKR,-0.08,57,-0.08,57
12162,D. Shostak,Oleksandria,MEIO-CAMPO,UKR,2.16,97,2.16,97
12163,P. Mićin,Zorya,MEIO-CAMPO,UKR,0.13,66,0.13,66
12164,A. Tkachuk,Dinaz Vyshhorod,MEIO-CAMPO,UKR,-0.96,20,-0.96,20
12165,V. Semotyuk,Minaj,MEIO-CAMPO,UKR,0.85,79,0.85,79
12166,D. Oliynyk,LNZ Cherkasy,MEIO-CAMPO,UKR,0.91,82,0.91,82
12167,S. Sissoko,Vorskla,MEIO-CAMPO,UKR,0.07,64,0.07,64
12168,Y. Vakulko,Kryvbas KR,MEIO-CAMPO,UKR,0.88,80,0.88,80
12169,V. Shepelev,Dynamo Kyiv,MEIO-CAMPO,UKR,0.68,75,0.68,75
12170,B. Vachiberadze,Metalist 1925 Kharkiv,MEIO-CAMPO,UKR,-0.27,48,-0.27,48
12171,M. Jashari,LNZ Cherkasy,MEIO-CAMPO,UKR,2.62,100,2.62,100
12172,S. Kosovskyi,Obolon,MEIO-CAMPO,UKR,-0.83,26,-0.83,26
12173,M. Lunyov,Kryvbas KR,MEIO-CAMPO,UKR,1.89,93,1.89,93
12174,S. Rybalka,LNZ Cherkasy,MEIO-CAMPO,UKR,-0.21,49,-0.21,49
12175,E. Mustafaev,Polissya,MEIO-CAMPO,UKR,0.93,84,0.93,84
12176,D. Myshnov,Zorya,MEIO-CAMPO,UKR,-0.84,23,-0.84,23
12177,D. Pidgurskyi,Rukh Lviv,MEIO-CAMPO,UKR,-1.15,8,-1.15,8
12178,O. Ocheretko,Dnipro-1,MEIO-CAMPO,UKR,0.06,62,0.06,62
12179,J. Bašić,Zorya,MEIO-CAMPO,UKR,-1.26,3,-1.26,3
12180,A. Bogdanov,Kolos Kovalivka,MEIO-CAMPO,UKR,-0.28,46,-0.28,46
12181,I. Nesterenko,Vorskla,MEIO-CAMPO,UKR,2.05,95,2.05,95
12182,A. Kukharuk,Veres,MEIO-CAMPO,UKR,0.02,61,0.02,61
12183,H. Ilić,Kryvbas KR,MEIO-CAMPO,UKR,0.36,70,0.36,70
12184,B. Krushynskyi,Polissya,MEIO-CAMPO,UKR,1.8,92,1.8,92
12185,M. Mykhaylenko,Oleksandria,MEIO-CAMPO,UKR,-0.05,59,-0.05,59
12186,V. Milko,Kolos Kovalivka,MEIO-CAMPO,UKR,-1.1,11,-1.1,11
12187,O. Andrievskyi,Dynamo Kyiv,MEIO-CAMPO,UKR,-0.94,21,-0.94,21
12188,T. Stepanenko,Shakhtar Donetsk,MEIO-CAMPO,UKR,-1.36,2,-1.36,2
12189,P. Orikhovskyi,Kolos Kovalivka,MEIO-CAMPO,UKR,-0.21,51,-0.21,51
12190,T. Korablin,Minaj,MEIO-CAMPO,UKR,1.41,89,1.41,89
12191,S. Petko,Minaj,MEIO-CAMPO,UKR,-1.2,7,-1.2,7
12192,M. Sapuga,Rukh Lviv,MEIO-CAMPO,UKR,-0.83,25,-0.83,25
12193,M. Shaparenko,Dynamo Kyiv,MEIO-CAMPO,UKR,1.54,90,1.54,90
12194,O. Yatsyk,Zorya,MEIO-CAMPO,UKR,0.94,85,0.94,85
12195,O. Sklyar,Vorskla,MEIO-CAMPO,UKR,-0.56,38,-0.56,38
12196,B. Kushnirenko,Polissya,MEIO-CAMPO,UKR,-0.71,31,-0.71,31
12197,V. Yurchenko,Metalist 1925 Kharkiv,MEIO-CAMPO,UKR,-0.8,28,-0.8,28
12198,A. Bondarenko,Shakhtar Donetsk,MEIO-CAMPO,UKR,0.71,77,0.71,77
12199,K. Sigeev,Oleksandria,MEIO-CAMPO,UKR,-1.09,15,-1.09,15
12200,I. Kalyuzhnyi,Oleksandria,MEIO-CAMPO,UKR,-0.62,33,-0.62,33
12201,V. Buyalskyi,Dynamo Kyiv,MEIO-CAMPO,UKR,0.36,74,0.36,74
12202,H. Sudakov,Shakhtar Donetsk,MEIO-CAMPO,UKR,2.19,98,2.19,98
12203,J. Šporn,Chornomorets,MEIO-CAMPO,UKR,-0.6,34,-0.6,34
12204,T. Moroz,Obolon,MEIO-CAMPO,UKR,-1.05,16,-1.05,16
12205,V. Boyko,LNZ Cherkasy,MEIO-CAMPO,UKR,-0.09,56,-0.09,56
12206,O. Kuzyk,Chornomorets,MEIO-CAMPO,UKR,1.16,87,1.16,87
12207,Y. Pastukh,Rukh Lviv,MEIO-CAMPO,UKR,0.15,67,0.15,67
12208,A. Chelyadin,Vorskla,MEIO-CAMPO,UKR,-0.32,41,-0.32,41
12209,V. Tankovskyi,Polissya,MEIO-CAMPO,UKR,0.36,72,0.36,72
12210,O. Pikhalyonok,Dnipro-1,MEIO-CAMPO,UKR,0.27,69,0.27,69
12211,D. Bizimana,Kryvbas KR,MEIO-CAMPO,UKR,-0.13,54,-0.13,54
12212,V. Brazhko,Dynamo Kyiv,MEIO-CAMPO,UKR,-0.5,39,-0.5,39
12213,V. Vitenchuk,Minaj,MEIO-CAMPO,UKR,-0.29,44,-0.29,44
12214,D. Kryskiv,Shakhtar Donetsk,MEIO-CAMPO,UKR,-0.29,43,-0.29,43
12215,R. Babenko,Dnipro-1,MEIO-CAMPO,UKR,-0.99,18,-0.99,18
12216,O. Demchenko,Kolos Kovalivka,MEIO-CAMPO,UKR,-0.58,36,-0.58,36
12217,R. Chernenko,Obolon,MEIO-CAMPO,UKR,-1.1,13,-1.1,13
12218,V. Rubchynskyi,Dnipro-1,MEIO-CAMPO,UKR,-0.16,52,-0.16,52
12219,V. Kucherov,Veres,MEIO-CAMPO,UKR,-0.72,30,-0.72,30
12220,A. Gabelok,Metalist 1925 Kharkiv,MEIO-CAMPO,UKR,-1.12,10,-1.12,10
12221,O. Vasylyev,Chornomorets,MEIO-CAMPO,UKR,-1.22,5,-1.22,5
12222,R. Núñez,Danubio,MEIO-CAMPO,URU,-0.46,45,-0.46,45
12223,M. Noble,Deportivo Maldonado,MEIO-CAMPO,URU,1.18,86,1.18,86
12224,S. Costa,Torque,MEIO-CAMPO,URU,2.32,97,2.32,97
12225,F. Píriz,Plaza Colonia,MEIO-CAMPO,URU,-1.15,3,-1.15,4
12226,A. Colombino,Progreso,MEIO-CAMPO,URU,-0.92,16,-0.92,16
12227,A. García,Progreso,MEIO-CAMPO,URU,0.92,80,0.92,80
12228,A. Lima,Cerro Largo,MEIO-CAMPO,URU,0.52,72,0.52,72
12229,Á. Vázquez,Miramar Misiones,MEIO-CAMPO,URU,0.36,69,0.36,69
12230,A. Hernández,La Luz,MEIO-CAMPO,URU,-0.97,14,-0.97,14
12231,T. Helguera,Nacional,MEIO-CAMPO,URU,1.28,88,1.28,88
12232,B. Veglio,Wanderers,MEIO-CAMPO,URU,-0.86,27,-0.86,27
12233,J. Barboza,River Plate,MEIO-CAMPO,URU,-0.99,12,-0.99,12
12234,P. Siles,Huracán,MEIO-CAMPO,URU,-1.0,11,-1.0,11
12235,I. Lemmo,Progreso,MEIO-CAMPO,URU,-0.56,39,-0.56,39
12236,J. Alberti,Wanderers,MEIO-CAMPO,URU,-0.68,36,-0.68,36
12237,R. Pérez,Instituto,MEIO-CAMPO,URU,-1.01,9,-1.01,9
12238,I. Sosa,Peñarol,MEIO-CAMPO,URU,2.12,95,2.12,95
12239,S. Silva,Huachipato,MEIO-CAMPO,URU,0.61,73,0.61,73
12240,B. Guisolfo,Fénix,MEIO-CAMPO,URU,-0.68,34,-0.68,34
12241,C. Nuñez,Deportes Temuco,MEIO-CAMPO,URU,-0.35,50,-0.35,50
12242,J. Trasante,Miramar Misiones,MEIO-CAMPO,URU,0.98,81,0.98,81
12243,M. Alfonso,River Plate,MEIO-CAMPO,URU,-0.2,56,-0.2,56
12244,Y. Rodríguez,Gimnasia La Plata,MEIO-CAMPO,URU,1.81,94,1.81,94
12245,N. Bertocchi,Fénix,MEIO-CAMPO,URU,-1.08,6,-1.08,6
12246,E. Sosa,Orense,MEIO-CAMPO,URU,-0.9,20,-0.9,20
12247,G. Vega,Wanderers,MEIO-CAMPO,URU,1.17,84,1.17,84
12248,S. Cristóforo,Peñarol,MEIO-CAMPO,URU,0.22,67,0.22,67
12249,F. Muñoa,Boston River,MEIO-CAMPO,URU,1.76,92,1.76,92
12250,M. Rabuñal,Cerro,MEIO-CAMPO,URU,-0.76,30,-0.76,30
12251,F. Catarozzi,Torque,MEIO-CAMPO,URU,0.71,77,0.71,77
12252,D. Rodríguez,Liverpool,MEIO-CAMPO,URU,-1.19,2,-1.19,2
12253,P. Porcile,La Luz,MEIO-CAMPO,URU,-0.14,59,-0.14,59
12254,L. Núñez,Deportivo Maldonado,MEIO-CAMPO,URU,-0.88,23,-0.88,23
12255,F. González,Peñarol,MEIO-CAMPO,URU,2.35,98,2.35,98
12256,J. Coronel,Cerro Largo,MEIO-CAMPO,URU,-0.88,22,-0.88,22
12257,H. Pereira,Cerro Largo,MEIO-CAMPO,URU,-0.32,52,-0.32,52
12258,S. Viera,Atlético Morelia,MEIO-CAMPO,URU,-0.43,47,-0.43,47
12259,R. Cristóbal,River Plate,MEIO-CAMPO,URU,0.19,66,0.19,66
12260,N. Fonseca,River Plate,MEIO-CAMPO,URU,-0.92,16,-0.92,16
12261,A. Amado,Boston River,MEIO-CAMPO,URU,1.36,89,1.36,89
12262,M. Fernández,Boston River,MEIO-CAMPO,URU,-0.86,25,-0.86,25
12263,S. Cartagena,Deportivo Maldonado,MEIO-CAMPO,URU,-0.51,42,-0.51,42
12264,F. Bernal,Defensor Sporting,MEIO-CAMPO,URU,-0.75,31,-0.75,31
12265,C. Meli,Emelec,MEIO-CAMPO,URU,0.01,62,0.01,62
12266,S. Cáceres,Fénix,MEIO-CAMPO,URU,0.48,70,0.48,70
12267,D. Zabala,Nacional,MEIO-CAMPO,URU,0.64,75,0.64,75
12268,A. Álvarez,Atlético Nacional,MEIO-CAMPO,URU,-0.28,53,-0.28,53
12269,A. Vera,River Plate,MEIO-CAMPO,URU,2.45,100,2.45,100
12270,L. Lemos,Liverpool,MEIO-CAMPO,URU,-0.56,41,-0.56,41
12271,S. Rodríguez,Alianza Lima,MEIO-CAMPO,URU,-0.25,55,-0.25,55
12272,G. Nápoli,León,MEIO-CAMPO,URU,0.05,64,0.05,64
12273,J. Urretaviscaya,Racing,MEIO-CAMPO,URU,1.42,91,1.42,91
12274,T. Galletto,River Plate,MEIO-CAMPO,URU,-1.03,8,-1.03,8
12275,M. Barrios,Liverpool,MEIO-CAMPO,URU,-0.16,58,-0.16,58
12276,F. Cerro,Wanderers,MEIO-CAMPO,URU,-0.51,44,-0.51,44
12277,G. Freitas,Wanderers,MEIO-CAMPO,URU,-0.9,19,-0.9,19
12278,G. Pérez,Boston River,MEIO-CAMPO,URU,1.07,83,1.07,83
12279,J. Varela,Racing,MEIO-CAMPO,URU,-0.39,48,-0.39,48
12280,L. Correa,Cerro Largo,MEIO-CAMPO,URU,-1.15,3,-1.15,4
12281,D. García,Peñarol,MEIO-CAMPO,URU,-0.62,38,-0.62,38
12282,S. Romero,Danubio,MEIO-CAMPO,URU,-0.77,28,-0.77,28
12283,F. Elizari,Defensor Sporting,MEIO-CAMPO,URU,0.87,78,0.87,78
12284,L. Rodríguez,Racing,MEIO-CAMPO,URU,-0.11,61,-0.11,61
12285,K. Lewis,Danubio,MEIO-CAMPO,URU,-0.73,33,-0.73,33
12286,M. Crooks,Real Salt Lake,MEIO-CAMPO,USA,-0.12,62,-0.12,62
12287,R. Lod,Minnesota United,MEIO-CAMPO,USA,0.94,89,0.94,89
12288,P. Ruíz,Real Salt Lake,MEIO-CAMPO,USA,-0.25,55,-0.25,55
12289,V. Wanyama,CF Montréal,MEIO-CAMPO,USA,-0.29,53,-0.29,53
