Atleta,Equipe Janela Análise,Posição,Liga,Participação,Recomposição,Retenção Posse,Arranque,Bola aérea,Último passe,Finalização,Drible,Oportunismo,Participação_percentil,Recomposição_percentil,Retenção_posse_percentil,Arranque_percentil,Bola_aérea_percentil,ùltimo_passe_percentil,Finalização_percentil,Drible_percentil,Oportunismo_percentil
Abdulaziz Al Shahrani,Dhamk,ATACANTE,SAUD,-0.19,1.83,-1.06,-1.05,-2.36,0.67,2.08,-0.48,-0.24,55,89,26,29,3,71,97,39,50
A. Ceesay,Dhamk,ATACANTE,SAUD,-2.22,-1.53,-1.57,-0.54,-0.93,-0.71,0.86,-0.88,1.63,8,26,16,42,32,42,71,11,87
K. Benzema,Al Ittihad,ATACANTE,SAUD,0.68,-1.67,1.08,0.34,-1.07,6.51,0.73,1.26,0.88,76,18,79,66,29,100,68,95,71
Saleh Dallabah Al Abbas,Al Riyadh,ATACANTE,SAUD,-0.55,0.79,-1.38,-0.89,1.87,0.81,0.57,-1.03,1.17,39,71,21,39,87,79,63,5,76
Hazzaa Ahmed Al-Ghamdi,Al Wehda,ATACANTE,SAUD,2.26,2.64,0.37,0.3,-1.89,-1.8,-0.15,1.02,-3.09,89,95,63,61,13,8,47,87,3
Y. Niakaté,Bani Yas,ATACANTE,SAUD,-1.21,-2.36,-1.66,0.13,-0.89,-0.14,1.13,0.47,-1.37,21,5,13,55,34,58,79,76,24
Abdulelah Al Shammry,Abha,ATACANTE,SAUD,3.08,1.94,1.0,-0.95,-2.08,1.17,1.21,-0.22,-2.13,97,92,76,34,5,84,82,58,8
Mohamed Sherif,Al Khaleej,ATACANTE,SAUD,-2.39,-2.74,-2.18,-1.48,-1.8,-1.8,-1.31,-0.69,-1.16,3,3,3,18,18,11,18,29,32
A. Mitrović,Al Hilal,ATACANTE,SAUD,-0.96,-1.64,0.3,-1.52,3.21,1.61,1.4,-0.76,3.32,26,21,61,16,95,89,87,21,100
A. Adam,Al Taawon,ATACANTE,SAUD,-1.24,-2.02,-0.97,2.18,-1.9,-1.02,-0.86,0.09,-0.48,18,11,32,95,11,37,24,66,42
F. Sakala,Al Feiha,ATACANTE,SAUD,1.54,-0.78,1.66,4.24,-1.17,-0.76,-0.65,2.95,-1.59,82,34,89,97,21,39,34,97,16
Santi Mina,Al Shabab,ATACANTE,SAUD,0.47,0.25,0.63,-1.36,3.64,0.07,-1.62,-0.8,-1.39,71,61,74,21,97,61,16,16,21
M. Antonsson,Western Sydney Wanderers,ATACANTE,SAUD,-2.25,-0.77,-1.71,-1.62,-0.42,-2.31,1.04,-1.15,2.2,5,37,11,13,50,3,74,3,89
R. López,Tigre,ATACANTE,SAUD,-0.93,-0.65,0.02,1.07,1.9,-0.53,-0.65,-0.79,-0.38,29,45,53,82,89,50,29,18,47
G. Mbenza,Muaither,ATACANTE,SAUD,-1.91,0.15,-1.83,-1.8,-0.12,0.67,-0.7,-0.17,-0.6,16,55,8,8,61,68,26,61,39
S. Cikalleshi,Konyaspor,ATACANTE,SAUD,-0.25,-0.7,-0.54,0.58,-0.7,-1.72,-0.06,0.5,-0.01,53,42,34,74,42,13,50,82,58
K. El Berkaoui,Al Raed,ATACANTE,SAUD,0.64,1.46,0.52,0.37,0.37,0.56,0.44,-0.44,0.59,74,87,68,68,63,66,61,45,63
Talisca,Al Nassr,ATACANTE,SAUD,1.87,0.81,1.97,-0.03,0.74,0.52,1.08,0.48,0.64,84,74,92,53,71,63,76,79,68
A. Nwakaeme,Al Feiha,ATACANTE,SAUD,2.15,-0.45,2.69,1.62,-0.31,2.09,-1.2,1.08,-0.7,87,47,97,87,55,92,21,92,37
Júlio Tavares,Al Raed,ATACANTE,SAUD,-0.57,-0.24,1.2,1.74,3.68,0.77,1.87,-0.98,1.37,37,50,84,89,100,76,95,8,79
O. Ighalo,Al Wehda,ATACANTE,SAUD,-2.17,-1.98,-1.9,-2.26,-1.17,-1.07,1.77,-0.41,2.86,11,13,5,5,24,32,92,47,95
A. Sayoud,Al Raed,ATACANTE,SAUD,3.06,0.16,3.53,4.78,0.84,4.01,0.11,3.44,-0.45,95,58,100,100,74,97,53,100,45
R. Quaison,Al Ettifaq,ATACANTE,SAUD,-0.07,0.36,-1.09,-0.91,-1.92,-1.05,-0.39,0.07,-0.14,61,66,24,37,8,34,39,63,53
Cristiano Ronaldo,Al Nassr,ATACANTE,SAUD,0.12,-2.19,1.1,0.49,-0.18,3.16,0.68,0.45,1.39,63,8,82,71,58,95,66,74,82
A. Hamed Allah,Al Ittihad,ATACANTE,SAUD,-0.11,-1.05,0.09,-0.24,-0.41,1.3,1.74,0.33,2.85,58,32,58,47,53,87,89,71,92
F. Al Brikan,Al Ahli,ATACANTE,SAUD,-0.89,0.34,-0.43,0.32,1.29,0.69,2.98,-0.38,1.45,32,63,42,63,76,74,100,50,84
Anselmo,Al Wehda,ATACANTE,SAUD,3.4,3.87,2.03,-0.19,1.43,-0.55,-1.97,0.91,-1.84,100,97,95,50,82,47,13,84,13
L. Tawamba,Al Akhdoud,ATACANTE,SAUD,-0.51,-1.12,-0.04,-1.36,2.5,0.95,-0.19,-0.58,-1.26,42,29,50,24,92,82,45,37,26
U. Sremčević,Mladost Lučani,ATACANTE,SER,0.79,2.73,-0.33,-2.0,1.02,-0.34,1.86,-0.39,1.18,76,88,42,3,82,58,94,36,73
B. Čečarić,Mladost Novi Sad,ATACANTE,SER,0.16,0.14,0.76,1.01,0.53,-0.8,-0.83,-1.34,-1.01,61,61,76,76,67,42,27,3,27
Y. Silue,Mladost Lučani,ATACANTE,SER,1.81,0.25,1.25,3.21,-0.51,-0.01,-0.41,1.12,-0.35,88,67,91,100,45,70,30,82,52
A. Pešić,Ferencváros,ATACANTE,SER,-2.09,-2.45,-2.08,-0.9,-0.66,3.9,-0.24,0.77,-0.1,6,3,3,27,36,94,33,79,55
M. Rakonjac,Bačka Topola,ATACANTE,SER,-0.46,-2.08,0.24,-1.16,0.94,0.8,0.28,0.04,0.5,39,12,61,24,79,82,48,64,61
V. Ubiparip,Spartak Subotica,ATACANTE,SER,-1.84,-1.92,-1.02,-1.88,1.21,0.11,0.32,-1.25,1.38,9,15,21,6,88,73,55,6,79
D. Teodorović,Voždovac,ATACANTE,SER,-0.12,2.48,-1.76,-1.54,-2.71,-1.77,0.91,-0.84,0.87,52,85,15,12,3,9,70,24,67
Y. Pavlov,Železničar Pancevo,ATACANTE,SER,-0.54,0.6,0.51,-0.25,0.48,-1.73,-1.17,-1.08,-0.38,36,73,70,45,64,12,15,12,48
U. Djuranović,Hamrun Spartans,ATACANTE,SER,-0.13,-0.53,-0.48,-0.82,0.92,-1.92,0.35,-1.02,-0.87,48,48,36,30,73,6,61,15,30
P. Kunić,Radnik Surdulica,ATACANTE,SER,0.29,-0.45,-0.35,0.16,-1.4,-1.14,-0.22,-0.74,-0.02,67,52,39,67,21,27,36,30,58
P. Olayinka,Crvena Zvezda,ATACANTE,SER,0.23,0.44,0.21,1.46,-1.09,2.45,0.84,1.5,-0.39,64,70,58,91,27,88,64,91,45
N. Nikolić,Partizan,ATACANTE,SER,2.18,-1.73,2.67,-0.22,0.68,4.27,0.34,-1.15,-1.27,91,21,97,48,70,100,58,9,18
N. Milić,Mladost Novi Sad,ATACANTE,SER,1.46,1.44,0.8,-0.01,3.39,0.33,0.02,-0.28,-2.47,85,82,79,61,97,79,45,45,9
M. Vidakov,Radnički Kragujevac,ATACANTE,SER,0.61,1.43,0.15,-0.17,0.92,-1.98,1.31,-0.29,1.25,70,79,55,52,76,3,85,42,76
A. Majdevac,Debrecen,ATACANTE,SER,-1.79,-2.24,-1.84,-1.33,-0.79,-1.47,0.85,-0.35,1.05,12,9,12,21,33,18,67,39,70
Matheus Saldanha,Partizan,ATACANTE,SER,0.11,-0.43,0.27,-0.28,-0.04,3.4,1.95,1.91,3.4,58,55,64,42,48,91,97,97,100
S. Stanojlović,Napredak Kruševac,ATACANTE,SER,0.72,0.08,0.98,0.47,0.26,-0.93,-0.83,0.28,-0.64,73,58,88,73,58,36,24,76,36
G. Chinedu,Radnički Kragujevac,ATACANTE,SER,-1.36,-0.63,-0.55,2.47,0.29,-1.29,1.15,-0.12,1.57,24,42,30,97,61,24,79,58,85
P. Ratkov,Salzburg,ATACANTE,SER,-0.25,-1.27,0.92,1.3,1.17,-0.89,1.81,-0.22,2.29,42,27,82,82,85,39,91,55,94
S. Hrstić,Häcken,ATACANTE,SER,0.1,-0.69,0.59,-0.39,2.51,-0.73,2.21,-0.23,1.64,55,39,73,39,94,45,100,52,88
M. Luković,IMT Novi Beograd,ATACANTE,SER,-2.29,-1.59,-1.87,-1.48,-1.38,-1.63,1.14,-0.99,2.25,3,24,9,18,24,15,76,18,91
M. Makarić,Borac Banja Luka,ATACANTE,SER,-1.63,0.15,-1.88,0.14,-1.94,-0.99,-3.05,0.08,-1.49,18,64,6,64,12,33,9,67,12
Ricardo Gomes,Al Shamal,ATACANTE,SER,-1.56,-2.37,-1.33,0.35,-1.74,-0.54,0.93,1.36,0.85,21,6,18,70,15,48,73,88,64
N. Milojević,Novi Pazar,ATACANTE,SER,2.66,3.91,2.4,-0.39,0.17,-1.32,-4.82,0.19,-4.19,94,100,94,36,52,21,3,70,3
M. Škrbić,Radnički Niš,ATACANTE,SER,-1.75,-1.83,-0.86,-1.83,0.19,-0.46,1.61,-0.91,1.55,15,18,24,9,55,52,88,21,82
M. Badamosi,Al Hazem,ATACANTE,SER,-1.0,-0.55,-0.31,-0.41,2.08,-0.02,-1.12,-0.74,-0.47,27,45,45,33,91,67,21,33,42
I. Babić,Spartak Subotica,ATACANTE,SER,1.37,3.01,-0.26,1.1,-2.02,-1.12,-3.73,2.57,-3.45,82,97,48,79,9,30,6,100,6
B. Burmaz,Voždovac,ATACANTE,SER,-0.99,-0.96,-0.49,-0.07,-0.51,-0.09,1.27,-0.08,2.33,30,33,33,55,42,64,82,61,97
M. Vidosavljević,Radnički Kragujevac,ATACANTE,SER,2.85,2.81,0.96,-0.01,-2.45,2.27,-0.16,1.21,-0.68,100,91,85,58,6,85,39,85,33
P. Gigić,Javor Ivanjica,ATACANTE,SER,-0.94,-1.05,-0.84,-1.49,-0.52,0.22,-0.11,-0.8,-0.6,33,30,27,15,39,76,42,27,39
S. Petrov,Radnički Niš,ATACANTE,SER,-0.18,1.24,0.06,1.37,-0.85,-0.35,-1.16,1.85,-1.22,45,76,52,88,30,55,18,94,21
M. Mirić,Mladost Lučani,ATACANTE,SER,2.7,2.91,3.06,1.36,3.56,-0.29,-1.59,-0.25,-1.13,97,94,100,85,100,61,12,48,24
S. Jovanović,Bačka Topola,ATACANTE,SER,0.89,-0.86,0.42,2.22,-1.68,4.05,0.3,0.2,-1.42,79,36,67,94,18,97,52,73,15
N. Jackson,Chelsea,ATACANTE,SPA1,-0.34,-1.61,-0.55,0.56,-1.92,2.05,4.11,1.9,2.07,44,16,34,76,10,88,100,98,94
Carlos Fernández,Real Sociedad,ATACANTE,SPA1,0.8,1.95,-0.49,-0.63,-0.74,-0.57,-0.64,-0.47,-0.87,74,84,38,26,34,40,32,36,34
A. Dovbyk,Girona,ATACANTE,SPA1,-2.78,-3.82,-1.59,-1.93,1.82,3.91,1.92,-0.74,2.05,2,2,4,10,88,98,92,28,92
A. Lozano,Getafe,ATACANTE,SPA1,0.14,0.22,-0.37,0.3,-0.79,-2.42,-2.41,0.94,-1.32,58,62,42,60,30,2,8,90,24
H. Seferović,Al Wasl,ATACANTE,SPA1,-1.43,-2.46,-1.11,-1.99,2.18,-0.62,0.69,-0.04,-0.44,10,10,18,6,96,38,70,54,42
Abdón Prats,Mallorca,ATACANTE,SPA1,-1.87,-2.47,-1.19,-0.87,0.66,0.63,3.74,-0.94,1.95,6,8,14,20,70,78,98,16,88
Rafa Mir,Sevilla,ATACANTE,SPA1,-1.32,-1.43,-0.45,0.4,0.07,-1.88,0.17,-1.19,0.58,12,20,40,66,64,8,56,6,60
E. Cavani,Boca Juniors,ATACANTE,SPA1,-0.89,-0.2,-1.52,-3.13,-0.99,-1.11,-2.69,-1.42,-2.85,28,58,8,2,24,28,4,2,4
Pere Milla,Espanyol,ATACANTE,SPA1,1.35,3.98,0.19,-0.54,-0.9,-1.91,-1.11,0.14,-0.43,88,100,62,30,28,6,26,64,44
R. Nteka,Rayo Vallecano,ATACANTE,SPA1,1.2,3.41,0.48,0.66,-0.4,-1.45,-2.64,-0.3,-2.31,84,94,72,86,38,18,6,42,8
M. Uzuni,Granada,ATACANTE,SPA1,-1.25,-0.23,-2.08,-0.25,-2.38,-1.87,0.49,-0.85,0.68,14,54,2,42,6,10,64,20,66
Willian José,Real Betis,ATACANTE,SPA1,-0.91,-1.37,-0.68,-1.32,-1.15,-0.36,1.85,-0.78,2.56,26,22,30,18,22,56,90,26,96
Juanmi Latasa,Getafe,ATACANTE,SPA1,0.89,-0.6,2.04,1.7,5.7,-0.43,-0.64,-0.83,-2.28,76,42,92,92,100,46,34,22,10
José Luis Morales,Villarreal,ATACANTE,SPA1,-0.98,-0.55,-0.91,1.66,-2.55,-1.15,1.51,0.72,1.84,22,46,24,90,4,24,84,82,86
C. Stuani,Girona,ATACANTE,SPA1,-0.77,0.09,-1.53,-2.48,-0.4,-2.23,2.5,-1.28,4.06,32,60,6,4,40,4,96,4,100
Kike García,Deportivo Alavés,ATACANTE,SPA1,0.07,0.79,0.58,0.57,1.22,-1.1,-1.63,-0.14,-1.38,56,76,76,80,80,30,18,48,22
Á. Correa,Atlético Madrid,ATACANTE,SPA1,1.01,0.89,0.64,-0.44,-1.43,2.84,1.57,1.15,-0.55,82,78,80,38,18,92,86,92,38
Raúl de Tomás,Rayo Vallecano,ATACANTE,SPA1,-0.48,-0.69,-0.17,0.57,0.58,0.19,-1.25,0.23,-1.11,42,40,50,78,68,70,22,66,32
K. Benzema,Al Ittihad,ATACANTE,SPA1,1.63,-2.97,2.61,0.14,-0.37,1.81,2.05,0.37,3.9,92,4,100,58,44,86,94,72,98
Sergi Guardiola,Cádiz,ATACANTE,SPA1,0.18,0.5,-0.31,-0.25,-2.6,-1.82,-1.0,-0.42,-1.93,60,72,44,44,2,12,28,38,14
V. Castellanos,Lazio,ATACANTE,SPA1,-1.53,-0.36,-1.14,0.35,1.32,-1.61,1.2,-0.23,2.05,8,50,16,62,82,16,80,46,90
Ferrán Torres,Barcelona,ATACANTE,SPA1,0.94,-0.81,1.61,1.48,-0.21,1.09,-0.68,0.66,-1.29,78,34,90,88,54,82,30,80,28
E. Ávila,Osasuna,ATACANTE,SPA1,0.54,1.57,1.21,2.99,0.91,1.45,-2.33,0.86,-2.5,62,80,86,96,74,84,10,88,6
Diego López,Valencia,ATACANTE,SPA1,1.88,3.46,0.59,3.04,-0.38,0.06,0.01,1.22,-1.54,96,96,78,98,42,62,52,94,18
Borja Iglesias,Real Betis,ATACANTE,SPA1,-0.85,-1.24,-0.96,-1.74,-1.68,0.33,0.11,-0.54,0.75,30,26,22,12,16,74,54,32,70
Carles Aleñà,Getafe,ATACANTE,SPA1,1.86,3.16,-0.24,-1.94,1.83,-0.79,-3.14,0.26,-2.97,94,92,46,8,90,34,2,70,2
E. Ünal,Getafe,ATACANTE,SPA1,0.63,0.42,0.41,-0.47,0.57,-0.51,0.37,-0.33,0.75,66,68,68,36,66,42,58,40,68
M. Braithwaite,Espanyol,ATACANTE,SPA1,-1.09,-1.69,-1.33,-1.57,-0.76,-0.45,-0.1,0.24,0.65,16,12,12,14,32,44,48,68,62
Roger,Cádiz,ATACANTE,SPA1,0.77,1.74,-0.55,-0.15,-2.1,-0.13,-2.26,-0.48,-1.97,72,82,32,48,8,58,12,34,12
Gerard Moreno,Villarreal,ATACANTE,SPA1,1.51,0.23,2.17,0.53,-0.13,3.9,1.19,0.84,1.7,90,64,94,74,60,96,76,86,82
Chris Ramos,Cádiz,ATACANTE,SPA1,0.98,2.89,0.56,0.0,2.68,-1.33,-1.66,0.13,-1.3,80,88,74,50,98,20,16,62,26
Álvaro Morata,Atlético Madrid,ATACANTE,SPA1,-0.33,-0.58,-0.02,0.01,1.11,-1.27,1.3,0.48,1.32,46,44,56,52,76,22,82,74,80
Sergio Camello,Rayo Vallecano,ATACANTE,SPA1,-1.01,-0.91,-0.74,0.51,-1.82,0.14,-2.07,-0.13,-1.92,18,32,28,72,12,66,14,50,16
C. Larin,Mallorca,ATACANTE,SPA1,-0.96,-0.71,-0.79,-0.2,-0.3,0.3,-0.41,-0.06,-0.1,24,38,26,46,46,72,42,52,52
Mikel Oyarzabal,Real Sociedad,ATACANTE,SPA1,0.03,0.71,0.12,0.13,-0.94,0.11,1.73,-0.9,1.82,52,74,60,56,26,64,88,18,84
L. Suárez,Almería,ATACANTE,SPA1,0.54,0.38,0.03,1.88,-1.19,0.14,-0.64,0.75,-0.86,64,66,58,94,20,68,36,84,36
J. Strand Larsen,Celta de Vigo,ATACANTE,SPA1,-0.06,-0.33,-0.16,-0.48,0.04,-0.41,-0.05,0.0,-0.04,50,52,52,34,62,50,50,56,54
Gorka Guruzeta,Athletic Bilbao,ATACANTE,SPA1,0.74,3.67,0.29,0.39,-0.29,-0.39,-0.45,-0.83,-0.14,68,98,64,64,48,54,40,24,50
Y. En-Nesyri,Sevilla,ATACANTE,SPA1,-2.34,-1.67,-1.45,-0.53,1.35,-1.69,0.62,-1.13,-0.39,4,14,10,32,84,14,66,8,46
A. Budimir,Osasuna,ATACANTE,SPA1,-0.63,-0.72,-0.08,0.02,1.81,-0.99,0.93,-0.6,1.03,40,36,54,54,86,32,74,30,78
Hugo Duro,Valencia,ATACANTE,SPA1,-0.65,-0.2,-1.05,-1.37,-0.17,-1.13,-0.38,-1.01,0.12,38,56,20,16,58,26,44,14,56
A. Sørloth,Villarreal,ATACANTE,SPA1,-0.99,-1.05,-0.54,-0.7,1.17,0.46,0.91,0.09,0.82,20,30,36,22,78,76,72,60,72
Rodrygo,Real Madrid,ATACANTE,SPA1,2.37,-1.09,2.56,4.44,-1.76,2.74,-0.47,4.45,-0.45,98,28,98,100,14,90,38,100,40
Joselu,Real Madrid,ATACANTE,SPA1,-0.75,-1.32,0.82,0.46,2.01,-0.41,0.66,-1.1,1.02,34,24,82,70,94,52,68,12,76
L. Boyé,Granada,ATACANTE,SPA1,1.22,3.07,0.46,0.65,-0.19,-0.67,-1.17,1.45,-1.16,86,90,70,84,56,36,24,96,30
R. Lewandowski,Barcelona,ATACANTE,SPA1,-0.66,-2.51,0.36,-0.55,0.83,1.0,0.4,-0.28,0.97,36,6,66,28,72,80,62,44,74
Borja Mayoral,Getafe,ATACANTE,SPA1,-0.1,-0.54,-0.17,-0.67,-0.24,-0.41,1.2,0.04,0.67,48,48,48,24,52,48,78,58,64
Iago Aspas,Celta de Vigo,ATACANTE,SPA1,0.75,-1.57,0.86,-0.3,-0.29,2.86,-1.63,0.56,-1.49,70,18,84,40,50,94,20,76,20
V. Muriqi,Mallorca,ATACANTE,SPA1,0.04,0.44,1.21,0.62,1.91,-0.12,-0.19,-1.12,0.44,54,70,88,82,92,60,46,10,58
A. Griezmann,Atlético Madrid,ATACANTE,SPA1,2.88,2.14,2.38,0.45,-0.72,5.25,0.37,0.66,-0.21,100,86,96,68,36,100,60,78,48
J. Ngoy,Kasımpaşa,ATACANTE,TUR,-2.06,-1.72,-2.14,-1.6,-1.8,1.0,-2.67,0.86,-1.79,3,18,8,18,13,76,5,84,16
D. Drăguş,Gaziantep,ATACANTE,TUR,2.6,4.09,1.18,3.07,-0.61,-0.4,-0.79,2.84,-0.83,95,97,82,100,37,55,34,100,32
M. Yatabaré,Gençlerbirliği,ATACANTE,TUR,1.28,0.61,1.27,0.41,3.1,-1.7,0.48,-0.92,-0.46,84,71,84,58,97,13,58,16,45
B. Keser,Rizespor,ATACANTE,TUR,0.6,2.51,-0.05,1.61,0.61,-0.67,0.77,-0.04,-0.88,63,89,50,84,74,37,63,63,29
E. Yardımcı,Pendikspor,ATACANTE,TUR,-1.38,-1.58,-1.01,1.05,0.14,-0.62,1.37,-0.49,1.27,18,24,24,74,58,42,84,37,82
S. Bahoken,Kayserispor,ATACANTE,TUR,-0.74,0.52,-1.42,-1.96,0.85,-0.93,-1.51,-0.28,-3.2,39,68,18,11,79,29,18,50,3
K. Piątek,İstanbul Başakşehir,ATACANTE,TUR,-1.22,-0.34,-1.76,-3.51,-0.47,-2.22,-0.59,-0.75,-0.65,21,42,11,3,42,5,39,24,34
S. Cikalleshi,Konyaspor,ATACANTE,TUR,-1.17,-1.31,-2.22,-2.73,-2.44,1.18,-0.21,-0.26,0.01,24,32,5,5,5,79,47,53,58
M. Niang,Adana Demirspor,ATACANTE,TUR,-1.88,0.32,-2.31,-2.06,-1.43,-0.41,2.28,-0.59,3.6,8,63,3,8,21,53,95,32,100
B. Kuwas,Giresunspor,ATACANTE,TUR,2.06,0.78,-0.47,-0.4,-2.49,2.03,-3.28,2.02,-2.52,92,79,37,47,3,89,3,95,8
Carlos Eduardo,Alanyaspor,ATACANTE,TUR,1.8,5.06,0.38,-0.23,1.2,-1.82,-2.16,0.51,-2.66,89,100,58,53,84,11,11,76,5
C. Ndiaye,Crvena Zvezda,ATACANTE,TUR,-0.18,1.15,0.21,1.71,-1.63,1.38,2.76,-0.48,3.31,55,82,55,87,16,84,97,39,97
U. Bozok,Trabzonspor,ATACANTE,TUR,1.1,0.74,0.53,-0.73,-1.24,0.41,0.59,-0.87,-0.57,79,76,68,34,24,66,61,18,37
A. Buksa,Antalyaspor,ATACANTE,TUR,-0.67,0.27,-1.4,-1.67,0.27,-1.12,1.24,-0.77,0.88,42,55,21,13,61,24,76,21,76
M. Batshuayi,Fenerbahçe,ATACANTE,TUR,-0.34,-1.39,0.5,1.07,-0.72,1.36,0.87,-0.05,0.68,53,29,63,79,34,82,71,61,68
F. Koita,Sivasspor,ATACANTE,TUR,0.66,-1.44,1.87,0.65,0.31,-1.7,-1.6,-0.33,-0.24,66,26,97,68,66,16,16,47,53
E. Džeko,Fenerbahçe,ATACANTE,TUR,1.06,-0.89,1.34,-0.81,0.35,4.2,0.91,0.09,1.01,76,37,87,32,71,100,74,71,79
P. Keny,İstanbul Başakşehir,ATACANTE,TUR,-0.6,0.29,0.95,2.54,3.02,-1.59,-1.67,0.32,-1.73,45,61,74,95,95,18,13,74,18
Ahmed Hassan,Pendikspor,ATACANTE,TUR,-0.87,-2.48,-0.05,-1.61,0.33,-2.61,1.33,-1.08,2.43,34,11,53,16,68,3,82,11,89
B. Yıldırım,Rennes,ATACANTE,TUR,-0.77,1.88,-1.5,-0.53,0.31,-1.93,0.03,-0.59,0.14,37,87,13,42,63,8,50,29,61
E. Eze,Pendikspor,ATACANTE,TUR,0.94,1.19,-0.28,2.81,-0.23,1.87,-1.22,2.47,-1.29,74,84,45,97,53,87,24,97,26
M. Diouf,Göztepe,ATACANTE,TUR,-1.86,-0.95,-0.6,-0.51,5.15,-0.92,-1.06,-1.36,-0.55,11,34,34,45,100,32,29,3,39
J. Muleka,Beşiktaş,ATACANTE,TUR,2.71,3.27,1.57,0.12,-0.26,-0.57,-2.62,1.12,-1.71,97,95,89,55,50,45,8,89,21
H. Wright,Coventry City,ATACANTE,TUR,-1.01,-0.29,-0.79,0.64,2.39,0.08,-0.74,0.59,-0.24,29,45,32,66,92,61,37,79,50
M. Gómez,Cádiz,ATACANTE,TUR,0.02,-1.59,0.77,-0.27,-0.57,0.55,-1.48,-0.33,-2.33,58,21,71,50,39,68,21,45,11
E. Gültekin,İstanbulspor,ATACANTE,TUR,1.45,2.88,1.0,1.07,-0.85,-0.91,-0.46,-0.4,-0.4,87,92,76,76,29,34,42,42,47
E. Valencia,Internacional,ATACANTE,TUR,1.25,-0.75,1.65,2.47,-0.45,-0.01,2.05,1.86,3.01,82,39,92,92,45,58,92,92,95
M. Diagne,Al Qadisiyah,ATACANTE,TUR,-1.8,-2.08,-0.15,-1.26,1.03,0.12,2.91,-1.16,2.14,13,13,47,24,82,63,100,8,84
U. Nayir,Fenerbahçe,ATACANTE,TUR,-0.41,-1.78,0.52,-1.28,1.88,-1.49,1.52,-1.18,2.18,50,16,66,21,89,21,87,5,87
V. Aboubakar,Beşiktaş,ATACANTE,TUR,-1.11,-3.14,-0.36,-1.2,-1.04,0.57,1.32,-0.11,0.77,26,3,42,26,26,74,79,58,74
C. Tosun,Beşiktaş,ATACANTE,TUR,0.84,0.27,1.73,0.78,1.26,2.38,0.03,-0.62,0.66,71,58,95,71,87,92,53,26,66
R. Bajić,Ankaragücü,ATACANTE,TUR,-2.0,-2.86,-1.48,-0.94,-0.31,-0.94,0.79,-0.25,0.68,5,5,16,29,47,26,66,55,71
Y. Belhanda,Adana Demirspor,ATACANTE,TUR,3.76,0.51,3.28,0.54,-1.87,2.92,-0.88,0.93,-0.51,100,66,100,63,11,95,32,87,42
M. Thiam,Kayserispor,ATACANTE,TUR,0.56,0.21,1.05,0.43,0.69,-0.46,0.86,-0.57,0.62,61,50,79,61,76,50,68,34,63
João Figueiredo,İstanbul Başakşehir,ATACANTE,TUR,0.67,0.74,0.42,1.07,-0.77,-0.64,-1.11,0.01,-1.92,68,74,61,82,32,39,26,66,13
A. Sowe,Ankaragücü,ATACANTE,TUR,-0.54,-0.18,-0.94,-0.53,-1.53,-0.46,-0.3,0.08,-0.09,47,47,26,39,18,47,45,68,55
M. Icardi,Galatasaray,ATACANTE,TUR,-1.74,-2.76,-0.4,-0.54,-0.17,3.49,1.79,-1.02,2.46,16,8,39,37,55,97,89,13,92
M. Fall,Kasımpaşa,ATACANTE,TUR,-1.01,0.26,-0.87,2.32,-2.03,0.56,0.44,0.81,-1.31,32,53,29,89,8,71,55,82,24
A. Diallo,Al Wasl,ATACANTE,UAE,-0.75,1.29,-0.94,0.79,-0.68,-1.81,2.43,-0.73,1.88,35,90,25,80,35,20,95,30,90
Y. Niakaté,Bani Yas,ATACANTE,UAE,-1.96,-2.79,-1.44,-0.49,-0.35,-2.15,-0.46,0.55,-1.19,5,5,5,40,50,15,50,75,25
P. Mlapa,Al Nasr,ATACANTE,UAE,-1.08,-2.27,-0.08,-1.66,4.49,-2.18,-1.37,-0.43,-0.61,25,15,50,20,100,10,10,50,35
Sultan Adil,Al Ittihad Kalba,ATACANTE,UAE,2.9,3.81,2.13,0.46,4.27,-1.75,-3.13,-1.07,-2.94,100,100,95,60,95,25,5,10,5
Dodô,Atlético GO,ATACANTE,UAE,0.88,0.69,-0.05,-0.35,-1.53,-0.29,-1.36,-1.04,0.01,80,70,55,45,15,55,15,15,60
T. Chancalay,New England,ATACANTE,UAE,2.18,0.68,0.69,2.33,-0.25,0.19,-0.29,2.08,-0.02,90,65,85,95,55,65,60,100,55
Fábio Abreu,Beijing Guoan,ATACANTE,UAE,-1.3,-2.01,-0.85,-2.09,0.49,-0.32,1.82,-0.71,-1.8,20,20,35,15,75,50,90,35,15
O. Nguette,Bani Yas,ATACANTE,UAE,-0.24,2.29,-1.35,-2.37,-1.03,-2.38,-0.71,1.41,-0.38,50,95,10,5,25,5,25,90,45
João Pedro,Al Taawon,ATACANTE,UAE,-0.19,1.01,1.06,0.56,1.33,-0.65,-0.51,0.38,0.09,55,80,90,65,90,45,45,65,65
Alvaro de Oliveira,Al Bataeh,ATACANTE,UAE,0.07,-0.89,0.5,0.97,0.36,-0.99,-0.66,0.51,0.51,70,30,75,85,65,35,35,70,75
Omar Khribin,Al Wahda,ATACANTE,UAE,-0.42,0.05,-0.94,-2.12,-0.62,1.38,1.02,-0.53,0.92,40,45,30,10,40,75,80,40,80
Caio Lucas,Al Sharjah,ATACANTE,UAE,2.4,0.1,2.87,4.04,-1.26,1.97,0.31,1.63,-0.55,95,50,100,100,20,85,70,95,40
